creditor_id,loan_type,date,due_date,interest,interest_type,tenure,days_past_due
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2018-02-19,2018-05-07,2.95,Fixed Interest Rates,77,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2018-01-24,2018-02-07,2.94,Fixed Interest Rates,14,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2018-01-17,2018-02-07,2.95,Fixed Interest Rates,21,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2018-01-19,2018-02-07,2.94,Fixed Interest Rates,19,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2018-01-19,2018-02-07,2.94,Fixed Interest Rates,19,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2017-12-03,2018-03-07,2.95,Fixed Interest Rates,94,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2017-10-30,2017-12-07,2.95,Fixed Interest Rates,38,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2017-10-29,2017-12-07,2.94,Fixed Interest Rates,39,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2017-10-31,2017-12-07,2.95,Fixed Interest Rates,37,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2017-10-30,2017-12-07,2.95,Fixed Interest Rates,38,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2017-11-10,2017-12-07,2.94,Fixed Interest Rates,27,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2017-11-16,2017-12-07,2.95,Fixed Interest Rates,21,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2017-11-13,2017-12-07,2.95,Fixed Interest Rates,24,0
b15c8c91-78e8-45de-9b1b-eca054394a91,Financing Company,2018-11-06,2018-12-07,2.95,Fixed Interest Rates,31,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Conventional Commercial Bank,2018-02-22,2018-03-06,22.0,Fixed Interest Rates,12,271
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2018-02-22,2018-03-07,2.95,Fixed Interest Rates,13,270
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Conventional Commercial Bank,2017-07-23,2022-02-23,6.0,Floating Interest Rates,1676,40
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Conventional Commercial Bank,2018-02-22,2018-03-06,22.0,Fixed Interest Rates,12,210
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2018-02-22,2018-03-07,2.95,Fixed Interest Rates,13,209
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Conventional Commercial Bank,2018-01-23,2018-02-06,22.0,Fixed Interest Rates,14,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2018-01-23,2018-02-07,2.95,Fixed Interest Rates,15,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2017-07-13,2018-01-07,2.0,Fixed Interest Rates,178,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2017-10-13,2018-01-07,2.95,Fixed Interest Rates,86,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2017-12-22,2018-01-07,2.94,Fixed Interest Rates,16,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Conventional Commercial Bank,2017-12-22,2018-01-06,22.0,Fixed Interest Rates,15,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Conventional Commercial Bank,2017-10-13,2018-01-06,24.5,Fixed Interest Rates,85,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Conventional Commercial Bank,2017-11-17,2017-12-06,22.0,Fixed Interest Rates,19,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Conventional Commercial Bank,2017-11-18,2017-12-06,22.0,Fixed Interest Rates,18,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Conventional Commercial Bank,2017-11-13,2017-12-06,22.0,Fixed Interest Rates,23,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2017-10-22,2017-11-07,2.94,Fixed Interest Rates,16,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Conventional Commercial Bank,2017-10-22,2017-11-06,22.0,Fixed Interest Rates,15,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2017-07-09,2017-10-07,2.0,Fixed Interest Rates,90,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2017-05-31,2017-09-07,2.95,Fixed Interest Rates,99,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2016-10-18,2017-01-06,2.94,Fixed Interest Rates,80,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2017-11-13,2017-12-07,2.95,Fixed Interest Rates,24,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2017-11-17,2017-12-07,2.95,Fixed Interest Rates,20,0
a0158275-ae06-4a2b-8a85-88bb7bcdce50,Financing Company,2017-11-18,2017-12-07,2.95,Fixed Interest Rates,19,0
f665aa94-0776-46e6-b7d7-055538f9779f,Conventional Commercial Bank,2018-06-09,2019-06-09,6.0,Floating Interest Rates,365,0
f665aa94-0776-46e6-b7d7-055538f9779f,Conventional Commercial Bank,2017-06-23,2018-06-23,3.19,Fixed Interest Rates,365,0
f665aa94-0776-46e6-b7d7-055538f9779f,Conventional Commercial Bank,2016-06-25,2017-06-25,3.19,Fixed Interest Rates,365,0
f665aa94-0776-46e6-b7d7-055538f9779f,Conventional Commercial Bank,2015-07-18,2016-07-18,3.71,Fixed Interest Rates,366,0
dc77480b-cf2d-4ade-a1c8-0184aded3651,Conventional Commercial Bank,2016-08-27,2019-08-26,6.0,Fixed Interest Rates,1094,1
f46ef146-9746-4668-8df9-0338fc7719d5,Conventional Commercial Bank,2016-12-17,2028-12-17,12.0,Fixed Interest Rates,4383,0
f46ef146-9746-4668-8df9-0338fc7719d5,Conventional Commercial Bank,2012-05-25,2017-05-25,12.0,Fixed Interest Rates,1826,0
f2056b7f-df77-41ec-837a-574fe2f83eb2,Conventional Commercial Bank,2017-03-31,2018-03-31,14.4,Fixed Interest Rates,365,0
f2056b7f-df77-41ec-837a-574fe2f83eb2,Conventional Commercial Bank,2016-03-17,2017-03-17,14.4,Fixed Interest Rates,365,0
f2056b7f-df77-41ec-837a-574fe2f83eb2,Conventional Commercial Bank,2015-04-06,2016-04-06,14.4,Fixed Interest Rates,366,0
aeeaae30-6985-4fa3-a178-8dd901e2bfc5,Conventional Commercial Bank,2014-05-16,2017-02-16,10.5,Floating Interest Rates,1007,0
aeeaae30-6985-4fa3-a178-8dd901e2bfc5,Financing Company,2014-02-23,2017-01-23,15.0,Fixed Interest Rates,1065,9
67452418-37a1-47ca-a69b-09ddee2de412,Financing Company,2016-02-28,2019-02-22,21.0,Fixed Interest Rates,1090,0
67452418-37a1-47ca-a69b-09ddee2de412,Conventional Commercial Bank,2014-10-13,2017-10-13,7.0,Floating Interest Rates,1096,0
10f62331-049b-4aab-9d68-000f97c12bf8,Conventional Commercial Bank,2018-06-08,2023-06-08,11.04,Fixed Interest Rates,1826,0
10f62331-049b-4aab-9d68-000f97c12bf8,Conventional Commercial Bank,2017-10-05,2022-10-05,19.75,Floating Interest Rates,1826,0
10f62331-049b-4aab-9d68-000f97c12bf8,Conventional Commercial Bank,2016-11-27,2017-11-27,3.19,Fixed Interest Rates,365,0
fdf34a7e-abac-4271-8ece-d51a95c9ea70,Conventional Commercial Bank,2017-10-20,2018-10-20,15.0,Floating Interest Rates,365,73
424ae95e-c413-47b9-b470-9f6e87e90c66,Conventional Commercial Bank,2016-03-12,2020-03-12,6.0,Floating Interest Rates,1461,0
424ae95e-c413-47b9-b470-9f6e87e90c66,Conventional Commercial Bank,2015-03-15,2018-03-15,3.72,Fixed Interest Rates,1096,0
42ca0d36-8e43-40d4-af54-b70fea0c3d1d,Conventional Commercial Bank,2018-06-15,2018-07-15,51.0,Fixed Interest Rates,30,0
42ca0d36-8e43-40d4-af54-b70fea0c3d1d,Conventional Commercial Bank,2018-02-22,2018-05-22,35.0,Fixed Interest Rates,89,0
42ca0d36-8e43-40d4-af54-b70fea0c3d1d,Financing Company,2017-11-20,2018-02-26,0.42,Fixed Interest Rates,98,0
5e57ebf3-0336-48f2-a11c-52be9f222617,Conventional Commercial Bank,2017-09-08,2019-09-08,19.5,Floating Interest Rates,730,0
5e57ebf3-0336-48f2-a11c-52be9f222617,Conventional Commercial Bank,2017-01-05,2017-04-26,12.0,Fixed Interest Rates,111,0
0cd4f5ba-6573-4ef8-8ca8-94ffb158f930,Financing Company,2018-04-02,2020-11-02,18.84,Fixed Interest Rates,945,0
51f56c1b-1a65-44ec-9cc3-7e31d4d9e475,Conventional Commercial Bank,2016-10-09,2017-10-09,3.19,Fixed Interest Rates,365,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2015-04-02,2019-04-01,1.75,Floating Interest Rates,1460,22
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2016-08-19,2026-08-19,13.0,Floating Interest Rates,3652,74
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-09-03,2018-10-12,22.22,Fixed Interest Rates,39,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-08-20,2018-09-12,22.22,Fixed Interest Rates,23,0
0345f2ba-d9d9-44b0-b8ef-361b73e1bf8b,Financing Company,2013-09-27,2016-04-02,31.02,Fixed Interest Rates,918,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-06-13,2018-09-12,24.2,Fixed Interest Rates,91,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-08-20,2018-09-12,22.22,Fixed Interest Rates,23,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-06-14,2018-09-12,24.2,Fixed Interest Rates,90,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-07-22,2018-08-12,22.15,Fixed Interest Rates,21,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-07-20,2018-08-12,22.15,Fixed Interest Rates,23,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-06-15,2018-07-12,22.15,Fixed Interest Rates,27,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-03-22,2018-06-13,21.0,Fixed Interest Rates,83,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-03-18,2018-06-12,24.5,Fixed Interest Rates,86,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-04-04,2018-05-12,22.0,Fixed Interest Rates,38,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-04-11,2018-05-12,22.15,Fixed Interest Rates,31,0
9db28990-0c33-439a-8760-7b9ef8100a4f,Conventional Commercial Bank,2018-04-13,2018-05-12,22.15,Fixed Interest Rates,29,0
0345f2ba-d9d9-44b0-b8ef-361b73e1bf8b,Financing Company,2018-11-01,2020-10-02,36.07,Fixed Interest Rates,701,0
0345f2ba-d9d9-44b0-b8ef-361b73e1bf8b,Conventional Commercial Bank,2017-08-24,2020-08-24,26.0,Floating Interest Rates,1096,0
0345f2ba-d9d9-44b0-b8ef-361b73e1bf8b,Conventional Commercial Bank,2016-02-29,2019-03-01,3.17,Fixed Interest Rates,1096,0
1721d9d7-2d5d-41a5-bcfd-3d596911af4c,Financing Company,2018-05-06,2019-05-06,27.48,Fixed Interest Rates,365,0
0345f2ba-d9d9-44b0-b8ef-361b73e1bf8b,Conventional Commercial Bank,2014-10-05,2017-10-05,3.72,Fixed Interest Rates,1096,0
105f5dbc-cc36-4400-a5d9-429981c7c14a,Conventional Commercial Bank,2017-12-16,2020-12-16,6.0,Floating Interest Rates,1096,0
105f5dbc-cc36-4400-a5d9-429981c7c14a,Financing Company,2015-08-18,2016-02-18,27.48,Fixed Interest Rates,184,0
105f5dbc-cc36-4400-a5d9-429981c7c14a,Conventional Commercial Bank,2015-08-20,2016-02-18,32.75,Fixed Interest Rates,182,0
1721d9d7-2d5d-41a5-bcfd-3d596911af4c,Financing Company,2017-05-07,2018-05-02,61.0,Fixed Interest Rates,360,0
f9578faa-4940-4157-803f-200b4175fb02,Conventional Commercial Bank,2018-08-06,2020-08-06,25.5,Floating Interest Rates,731,0
f9578faa-4940-4157-803f-200b4175fb02,Financing Company,2018-11-13,2019-11-13,62.9,Fixed Interest Rates,365,0
10e876b5-a4d3-4b1d-a958-18a3606401fa,Conventional Commercial Bank,2018-05-20,2021-05-20,6.0,Floating Interest Rates,1096,0
1721d9d7-2d5d-41a5-bcfd-3d596911af4c,Financing Company,2016-12-31,2017-09-02,78.0,Fixed Interest Rates,245,0
be85dc65-a106-49c4-bb6d-1b0a026fa7e8,Financing Company,2015-08-30,2019-08-27,19.14,Fixed Interest Rates,1458,34
be85dc65-a106-49c4-bb6d-1b0a026fa7e8,Conventional Commercial Bank,2017-09-29,2018-06-29,12.0,Fixed Interest Rates,273,0
be85dc65-a106-49c4-bb6d-1b0a026fa7e8,Conventional Commercial Bank,2018-02-11,2018-06-11,12.0,Fixed Interest Rates,120,0
be85dc65-a106-49c4-bb6d-1b0a026fa7e8,Conventional Commercial Bank,2016-09-01,2017-09-01,14.4,Fixed Interest Rates,365,0
be85dc65-a106-49c4-bb6d-1b0a026fa7e8,Conventional Commercial Bank,2015-06-15,2016-06-15,3.71,Fixed Interest Rates,366,0
1721d9d7-2d5d-41a5-bcfd-3d596911af4c,Conventional Commercial Bank,2014-03-07,2017-03-07,7.0,Fixed Interest Rates,1096,0
1721d9d7-2d5d-41a5-bcfd-3d596911af4c,Financing Company,2013-04-30,2016-04-06,31.0,Fixed Interest Rates,1072,0
b656d09a-7d3b-40a2-84a3-83b98f5080cd,Conventional Commercial Bank,2013-05-27,2014-05-27,14.4,Fixed Interest Rates,365,1770
b656d09a-7d3b-40a2-84a3-83b98f5080cd,Conventional Commercial Bank,2013-03-21,2015-02-21,12.0,Fixed Interest Rates,702,985
b656d09a-7d3b-40a2-84a3-83b98f5080cd,Financing Company,2013-04-21,2015-02-21,10.29,Fixed Interest Rates,671,557
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-01-19,2018-02-13,2.94,Fixed Interest Rates,25,0
e8861e7b-f9c6-408c-a277-69d01f90ae7e,Conventional Rural Bank,2015-09-11,2016-03-11,30.0,Fixed Interest Rates,182,0
59e77f93-1fcd-4543-be4a-5efbc3972f75,Financing Company,2015-12-10,2019-05-10,26.0,Fixed Interest Rates,1247,691
59e77f93-1fcd-4543-be4a-5efbc3972f75,Financing Company,2016-01-22,2017-08-22,54.0,Fixed Interest Rates,578,101
59e77f93-1fcd-4543-be4a-5efbc3972f75,Financing Company,2016-05-14,2017-08-14,33.36,Fixed Interest Rates,457,49
59e77f93-1fcd-4543-be4a-5efbc3972f75,Conventional Commercial Bank,2015-07-24,2018-07-24,12.5,Floating Interest Rates,1096,0
59e77f93-1fcd-4543-be4a-5efbc3972f75,Financing Company,2015-07-23,2018-07-23,26.52,Fixed Interest Rates,1096,71
59e77f93-1fcd-4543-be4a-5efbc3972f75,Financing Company,2016-03-14,2017-03-14,43.89,Fixed Interest Rates,365,18
59e77f93-1fcd-4543-be4a-5efbc3972f75,Conventional Commercial Bank,2014-10-21,2016-11-21,9.0,Fixed Interest Rates,762,12
59e77f93-1fcd-4543-be4a-5efbc3972f75,Financing Company,2013-12-21,2016-11-21,25.09,Fixed Interest Rates,1066,12
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-01-26,2018-02-13,2.94,Fixed Interest Rates,18,0
59e77f93-1fcd-4543-be4a-5efbc3972f75,Financing Company,2014-10-11,2016-09-11,23.05,Fixed Interest Rates,701,20
59e77f93-1fcd-4543-be4a-5efbc3972f75,Financing Company,2011-10-17,2016-09-17,20.0,Fixed Interest Rates,1797,76
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-02-06,2018-03-13,1.99,Fixed Interest Rates,35,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-09-15,2019-04-06,43.99,Fixed Interest Rates,203,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-09-01,2019-02-12,35.39,Fixed Interest Rates,164,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-08-26,2018-09-25,158.26,Fixed Interest Rates,30,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-09-01,2019-02-13,2.95,Fixed Interest Rates,165,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-09-15,2018-10-15,158.26,Fixed Interest Rates,30,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-09-08,2018-10-12,22.22,Fixed Interest Rates,34,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-09-01,2019-02-12,35.39,Fixed Interest Rates,164,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-08-06,2018-11-06,35.37,Fixed Interest Rates,92,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-09-15,2019-03-06,43.99,Fixed Interest Rates,172,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-09-08,2018-10-13,2.95,Fixed Interest Rates,35,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-07-11,2018-08-13,2.95,Fixed Interest Rates,33,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-09-01,2019-02-13,2.95,Fixed Interest Rates,165,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-08-04,2018-09-13,2.95,Fixed Interest Rates,40,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-08-04,2018-09-12,22.22,Fixed Interest Rates,39,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-07-21,2018-10-06,27.91,Fixed Interest Rates,77,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-08-23,2018-09-26,0.22,Fixed Interest Rates,34,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-08-22,2018-09-26,0.17,Fixed Interest Rates,35,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-08-25,2018-09-26,0.14,Fixed Interest Rates,32,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-08-22,2018-09-26,0.21,Fixed Interest Rates,35,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-01-19,2018-02-13,2.94,Fixed Interest Rates,25,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-07-29,2018-08-13,2.95,Fixed Interest Rates,15,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-07-31,2018-08-13,2.95,Fixed Interest Rates,13,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-07-11,2018-08-13,2.95,Fixed Interest Rates,33,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-07-12,2018-08-13,2.95,Fixed Interest Rates,32,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-07-27,2018-08-13,27.3,Fixed Interest Rates,17,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-06-17,2018-09-06,27.91,Fixed Interest Rates,81,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-07-12,2018-08-12,22.15,Fixed Interest Rates,31,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-07-31,2018-08-12,22.15,Fixed Interest Rates,12,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-07-11,2018-08-12,22.15,Fixed Interest Rates,32,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-07-29,2018-08-12,22.15,Fixed Interest Rates,14,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-07-11,2018-08-12,22.15,Fixed Interest Rates,32,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-06-25,2018-07-13,2.95,Fixed Interest Rates,18,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-05-12,2018-08-06,27.91,Fixed Interest Rates,86,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-06-25,2018-07-12,22.15,Fixed Interest Rates,17,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-04-26,2018-05-13,21.0,Fixed Interest Rates,17,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-04-28,2018-05-13,21.0,Fixed Interest Rates,15,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-04-17,2018-05-13,2.95,Fixed Interest Rates,26,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-04-26,2018-05-13,2.95,Fixed Interest Rates,17,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-04-06,2018-05-13,2.95,Fixed Interest Rates,37,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-04-19,2018-05-13,2.95,Fixed Interest Rates,24,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-04-17,2018-05-12,22.15,Fixed Interest Rates,25,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-04-06,2018-05-12,22.15,Fixed Interest Rates,36,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-03-19,2018-05-06,28.3,Fixed Interest Rates,48,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-04-26,2018-05-12,22.15,Fixed Interest Rates,16,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-04-19,2018-05-12,22.15,Fixed Interest Rates,23,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2013-02-11,2016-02-26,4.8,Floating Interest Rates,1110,1254
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-01-10,2018-02-13,2.95,Fixed Interest Rates,34,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-01-19,2018-02-12,22.0,Fixed Interest Rates,24,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-01-26,2018-02-12,22.0,Fixed Interest Rates,17,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-01-10,2018-02-12,22.0,Fixed Interest Rates,33,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-01-19,2018-02-12,22.0,Fixed Interest Rates,24,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2017-11-21,2017-12-12,22.0,Fixed Interest Rates,21,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2017-11-20,2017-12-12,22.0,Fixed Interest Rates,22,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Rural Bank,2014-08-14,2015-02-14,30.0,Floating Interest Rates,184,745
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2017-11-21,2017-12-13,2.94,Fixed Interest Rates,22,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-02-02,2018-03-13,2.95,Fixed Interest Rates,39,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-02-13,2018-03-12,22.0,Fixed Interest Rates,27,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-10-26,2018-11-13,27.3,Fixed Interest Rates,18,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-02-06,2018-03-12,22.0,Fixed Interest Rates,34,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2017-11-20,2017-12-13,2.95,Fixed Interest Rates,23,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-02-06,2018-03-12,22.0,Fixed Interest Rates,34,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-10-25,2018-11-15,18.82,Fixed Interest Rates,21,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-02-10,2018-03-12,22.0,Fixed Interest Rates,30,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-02-06,2018-03-13,2.95,Fixed Interest Rates,35,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-02-02,2018-03-12,22.0,Fixed Interest Rates,38,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Conventional Commercial Bank,2018-11-29,2019-03-06,44.64,Fixed Interest Rates,97,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-02-13,2018-03-13,2.94,Fixed Interest Rates,28,0
26249cb0-47d1-4fcf-b010-f35da75719d7,Financing Company,2018-02-10,2018-03-13,2.94,Fixed Interest Rates,31,0
ae46bba1-44da-4ab4-a5b5-5d1cb407ea52,Conventional Commercial Bank,2016-03-17,2016-09-13,14.0,Floating Interest Rates,180,0
ae46bba1-44da-4ab4-a5b5-5d1cb407ea52,Financing Company,2016-03-13,2016-09-13,71.02,Fixed Interest Rates,184,0
24ce9b34-1b58-4aa1-a099-7f7bc4742dae,Conventional Commercial Bank,2016-03-19,2019-03-19,6.0,Floating Interest Rates,1095,0
c388702e-d50a-491c-9906-6f75c6e35d9c,Conventional Commercial Bank,2017-04-13,2019-04-13,6.0,Floating Interest Rates,730,0
c388702e-d50a-491c-9906-6f75c6e35d9c,Conventional Commercial Bank,2015-07-04,2017-07-04,3.73,Fixed Interest Rates,731,0
faefc9b3-3040-4b4a-a722-4ab28463713a,Conventional Commercial Bank,2016-07-22,2017-01-22,3.47,Fixed Interest Rates,184,0
faefc9b3-3040-4b4a-a722-4ab28463713a,Conventional Commercial Bank,2016-01-15,2016-07-15,3.47,Fixed Interest Rates,182,0
faefc9b3-3040-4b4a-a722-4ab28463713a,Conventional Commercial Bank,2015-07-17,2016-01-17,4.04,Fixed Interest Rates,184,0
faefc9b3-3040-4b4a-a722-4ab28463713a,Conventional Commercial Bank,2015-01-16,2015-07-16,4.04,Fixed Interest Rates,181,0
174a3c68-6e55-4daa-8159-54be898ab3e1,Conventional Commercial Bank,2018-06-19,2019-06-06,40.92,Fixed Interest Rates,352,0
174a3c68-6e55-4daa-8159-54be898ab3e1,Financing Company,2018-06-19,2019-06-07,2.95,Fixed Interest Rates,353,0
174a3c68-6e55-4daa-8159-54be898ab3e1,Conventional Commercial Bank,2017-10-22,2020-10-22,13.5,Floating Interest Rates,1096,0
174a3c68-6e55-4daa-8159-54be898ab3e1,Conventional Commercial Bank,2018-06-19,2019-06-06,40.92,Fixed Interest Rates,352,0
174a3c68-6e55-4daa-8159-54be898ab3e1,Financing Company,2018-06-19,2019-06-07,2.95,Fixed Interest Rates,353,0
174a3c68-6e55-4daa-8159-54be898ab3e1,Conventional Commercial Bank,2018-04-29,2018-06-06,22.15,Fixed Interest Rates,38,0
174a3c68-6e55-4daa-8159-54be898ab3e1,Financing Company,2018-04-29,2018-06-07,2.95,Fixed Interest Rates,39,0
