loan_id,creditor_id,requested_date,payment_date,due_date,repayment_date,region_id,subdistrict_id,amount,volume,quality
9734,c0cefb88-6d27-4be5-962d-ad4acdea493f,2018-04-19 06:48:53,2018-04-19 08:38:08,2018-10-04 12:33:15,2018-05-19 04:37:48,2,22,200.0,5.0,81.89999999999999
9739,c0cefb88-6d27-4be5-962d-ad4acdea493f,2018-04-19 07:40:25,2018-04-20 06:24:49,2018-11-03 11:21:25,2018-05-19 04:37:48,2,20,200.0,14.0,82.2
9741,3a49fcef-d1f7-47b9-aa32-2745173c45bd,2018-04-19 07:44:53,2018-04-21 05:02:36,2018-12-04 13:14:00,,2,112,200.0,14.0,81.2
9742,3a49fcef-d1f7-47b9-aa32-2745173c45bd,2018-04-19 07:44:54,2018-04-19 08:38:42,2018-10-04 12:33:15,2018-05-18 00:00:00,2,3,100.0,,
9743,96d27621-0fa1-4c7c-bf41-b82f12ec2149,2018-04-19 07:50:18,2018-04-20 06:41:25,2018-11-03 15:51:10,2018-05-20 04:16:25,6,0,300.0,,
9744,32663ac8-9984-435d-b995-7143b91caee0,2018-04-19 07:53:37,2018-04-19 07:54:17,2018-10-04 09:20:09,2018-06-02 00:00:00,6,3,100.0,,
9745,3c688917-f524-4ffa-8149-f252565fc594,2018-04-19 07:54:08,2018-04-21 06:08:15,2018-12-04 15:59:50,2018-05-27 00:00:00,6,154,200.0,,
9749,fc290df7-ae01-4d55-89fb-7aa074dc026b,2018-04-19 08:21:06,2018-04-20 06:25:11,2018-11-03 11:21:25,,2,21,200.0,11.0,78.5
9750,fc290df7-ae01-4d55-89fb-7aa074dc026b,2018-04-19 08:21:22,2018-04-20 06:25:11,2018-11-03 11:21:25,,2,21,200.0,13.0,78.0
9751,98338372-6faa-4953-a3ca-33ababe2e4e1,2018-04-19 08:47:48,2018-04-20 06:24:49,2018-11-03 11:21:25,2018-06-15 00:00:00,2,38,200.0,,
9752,17db5891-06cf-48c2-9459-05f9311f64a2,2018-04-19 09:02:28,2018-04-20 06:41:10,2018-11-03 15:51:10,,6,40,200.0,13.0,75.47
9753,1d2c54b1-95b1-42be-95f4-d8cb167c635a,2018-04-19 09:38:04,2018-07-06 04:35:12,2018-06-26 07:23:37,,2,59,200.0,14.0,69.0
9754,278819ee-e5a2-4803-b29f-46b595cc1467,2018-04-19 09:40:56,2018-04-21 06:09:01,2018-12-04 15:59:50,2018-05-27 00:00:00,6,9,200.0,,
9755,55ac7cf5-13cb-4726-a334-e1c52cb224f3,2018-04-19 09:42:05,2018-04-20 06:41:10,2018-11-03 15:51:10,,6,38,200.0,14.0,74.4
9757,579a63b6-7fcb-49b9-a2a9-c1235dfe322a,2018-04-19 09:50:59,2018-04-20 06:40:32,2018-11-03 15:51:10,,6,38,200.0,12.0,78.56
9758,e790d45b-c2c6-4cbb-8bb9-769df57b76aa,2018-04-19 10:24:39,2018-04-20 06:40:51,2018-11-03 15:51:10,,6,91,200.0,11.0,77.5
9759,a0916a24-1eae-4acb-b97c-8deb2d373af6,2018-04-19 10:46:26,2018-04-20 06:40:32,2018-11-03 15:51:10,2018-05-25 04:50:19,6,17,200.0,13.0,79.86999999999999
9760,6fe0d910-f6e9-4b1b-975c-98c4a1ffbfb8,2018-04-19 10:46:47,2018-04-20 06:40:32,2018-11-03 15:51:10,,6,91,200.0,13.0,78.53
9761,6fe0d910-f6e9-4b1b-975c-98c4a1ffbfb8,2018-04-19 10:46:56,2018-04-20 06:40:32,2018-11-03 15:51:10,,6,126,200.0,13.0,73.0
9762,89a9e554-daa1-4ee7-aba2-0713b284dec3,2018-04-19 10:50:20,2018-04-20 06:24:49,2018-11-03 11:21:25,2018-12-04 00:00:00,2,3,100.0,,
9763,4870dcac-79bb-414b-93a4-e356d62b06ca,2018-04-19 11:41:56,2018-04-22 06:21:02,2019-01-03 13:53:18,,6,8,200.0,13.0,77.5
9764,482fcc24-416e-460a-98b5-f2715ef198dd,2018-04-19 12:23:44,2018-04-20 06:41:10,2018-11-03 15:51:10,2018-05-25 05:49:32,6,40,200.0,14.0,79.4
9765,77a14776-8d4c-4673-adec-fce8926004c6,2018-04-19 12:43:06,2018-04-20 06:25:11,2018-11-03 11:21:25,,2,17,500.0,13.0,81.5
9766,f9578faa-4940-4157-803f-200b4175fb02,2018-04-19 13:04:05,,,,2,112,200.0,,
9768,073f6716-f57f-4dd0-8d04-f1b7b37d0311,2018-04-19 13:18:27,2018-10-06 07:30:09,2018-06-29 12:22:36,,2,66,200.0,14.0,77.0
9769,a11b5ae6-da4b-4838-9075-955d52e5f6cd,2018-04-19 13:34:40,2018-04-21 06:09:14,2018-12-04 15:59:50,2018-05-21 05:10:44,6,61,200.0,14.0,76.5
9770,b15c8c91-78e8-45de-9b1b-eca054394a91,2018-04-19 13:42:56,2018-04-20 06:41:25,2018-11-03 15:51:10,,6,3,100.0,14.0,74.55000000000001
9771,6ec0bb05-4769-4fbe-a2ce-70010291ad1d,2018-04-19 13:58:45,2018-04-20 06:40:51,2018-11-03 15:51:10,,6,74,200.0,14.0,71.8
9772,6ec0bb05-4769-4fbe-a2ce-70010291ad1d,2018-04-19 13:58:53,2018-04-20 06:40:51,2018-11-03 15:51:10,,6,0,200.0,14.0,70.8
9773,8d8792ae-15bf-4bf9-a3c3-46d9a39f9af6,2018-04-19 14:04:49,2018-04-20 06:41:10,2018-11-03 15:51:10,,6,83,500.0,15.0,81.03000000000002
9774,8d8792ae-15bf-4bf9-a3c3-46d9a39f9af6,2018-04-19 14:05:03,2018-04-20 06:41:10,2018-11-03 15:51:10,2019-04-21 00:00:00,6,4,500.0,2.0,81.15
9777,fdbe95b6-73ce-4512-9535-16e5cc96a7c0,2018-04-19 14:30:01,2018-04-20 06:41:10,2018-11-03 15:51:10,,6,54,200.0,12.0,74.9
9778,8ac9e4ea-d5c4-43cc-9492-b420ce97b84f,2018-04-19 14:43:02,2018-04-20 06:41:10,2018-11-03 15:51:10,,6,102,200.0,13.0,79.80000000000001
9779,09e77d10-1118-4a92-9008-98c6bd8b7187,2018-04-19 15:35:59,2018-04-20 06:40:51,2018-11-03 15:51:10,,6,102,200.0,14.0,77.56
9780,d20b0ba7-19b2-4371-9602-e09d82d3ab43,2018-04-19 17:27:47,2018-04-20 06:40:32,2018-11-03 15:51:10,,6,112,200.0,15.0,74.22999999999999
9781,9c7e55c5-b058-442e-a5f2-aab286428d50,2018-04-19 20:50:59,2018-04-20 06:24:49,2018-11-03 11:21:25,,2,112,200.0,12.0,79.5
9782,50b665c3-c5a8-4215-b4d2-7536347011cb,2018-04-19 21:11:04,2018-04-21 05:53:03,2018-12-04 13:14:00,2018-02-03 00:00:00,2,10,200.0,,
9783,f665aa94-0776-46e6-b7d7-055538f9779f,2018-04-19 23:43:51,2018-04-20 06:40:51,2018-11-03 15:51:10,,6,8,200.0,12.0,74.7
9784,a745db89-8825-4027-a59e-efbd95bc42bb,2018-04-20 00:25:54,2018-04-20 06:41:25,2018-11-03 15:51:10,,6,38,200.0,19.0,73.5
9786,2701919c-0838-4589-b836-e8e9eed92226,2018-04-20 01:05:03,2018-04-20 06:24:49,2018-11-03 11:21:25,,2,36,200.0,13.0,79.5
9787,7f09f92b-d0f9-4669-9dd7-3b6a764308bb,2018-04-20 01:41:56,2018-04-20 01:43:02,2018-11-03 01:46:25,2018-05-03 00:00:00,6,36,200.0,,
9788,ac603754-564f-45d8-88b3-d854140cdeea,2018-04-20 02:00:47,2018-04-21 05:53:03,2018-12-04 13:14:00,2019-04-21 00:00:00,2,17,500.0,6.0,82.5
9789,4c2e2fad-29cb-4d1c-b091-f9b2194c5eb6,2018-04-20 02:22:58,2018-04-21 05:53:04,2018-12-04 13:14:00,,2,33,200.0,9.0,82.5
9790,482fcc24-416e-460a-98b5-f2715ef198dd,2018-04-20 02:45:01,2018-04-20 06:41:10,2018-11-03 15:51:10,2018-05-25 07:09:53,6,145,200.0,14.0,79.60000000000001
9791,486ceeb5-c8a1-4f6c-8760-2b2c3b355203,2018-04-20 03:05:21,2018-04-20 06:25:11,2018-11-03 11:21:25,,2,31,500.0,12.0,79.80000000000001
9792,8c2f6db1-eb0d-4663-bd78-513e5c580f20,2018-04-20 03:06:26,2018-04-20 06:41:25,2018-11-03 15:51:10,2018-05-26 00:00:00,6,80,200.0,10.0,76.5
9793,286764a5-5b39-4813-962f-33f9753bc14b,2018-04-20 03:06:43,2018-04-20 06:24:49,2018-11-03 11:21:25,,2,80,200.0,12.0,80.0
9795,148fc8a4-48f0-416c-a3c2-5a6f062d169a,2018-04-20 03:20:27,2018-04-20 06:24:49,2018-11-03 11:21:25,,2,36,200.0,14.0,78.5
9797,f090c3b1-5220-4a8d-b06b-2027d57ea2b6,2018-04-20 04:19:27,2018-04-20 06:40:32,2018-11-03 15:51:10,2018-06-23 00:00:00,6,3,100.0,,
9800,e1830dc6-f7fb-4ced-92ac-0b7df7f61f0a,2018-04-20 05:00:01,2018-04-22 05:31:48,2019-01-03 09:57:29,2018-05-25 05:56:53,2,40,200.0,4.0,81.0
9803,471c132b-6534-4b19-93e7-3716c1e0345f,2018-04-20 06:03:22,2018-04-21 06:08:15,2018-12-04 15:59:50,2018-09-27 05:44:41,6,61,200.0,,
9805,95bcc5b6-61e6-4673-aa73-f891af7ab849,2018-04-20 06:14:09,2018-04-21 06:08:15,2018-12-04 15:59:50,,6,33,200.0,14.0,75.8
9807,4dd04458-8147-43ef-b774-fca6d7b94549,2018-04-20 06:26:58,2018-04-21 06:09:01,2018-12-04 15:59:50,,6,132,200.0,15.0,79.58000000000001
9808,39a6575f-6449-4670-a009-71527d2a1254,2018-04-20 06:34:17,2018-04-22 05:07:26,2019-01-03 09:57:29,,2,4,200.0,13.0,80.5
9809,f675e5e6-dc3b-4ced-8908-7002d7931714,2018-04-20 07:05:54,2018-04-21 06:09:01,2018-12-04 15:59:50,2018-05-24 07:07:17,6,0,300.0,17.0,79.71000000000001
9810,9a4f17e6-18f5-4eee-9255-ecd8b63a3781,2018-04-20 07:21:51,2018-04-21 06:09:01,2018-12-04 15:59:50,,6,38,200.0,12.0,76.97
9811,c0cefb88-6d27-4be5-962d-ad4acdea493f,2018-04-20 07:36:54,2018-04-21 05:53:04,2018-12-04 13:14:00,,2,38,200.0,14.0,82.5
9812,d4b5c726-af50-48eb-9dc0-1df05b23056a,2018-04-20 07:53:24,2018-04-21 06:08:42,2018-12-04 15:59:50,,6,3,100.0,13.0,75.15
9817,839f4083-a3a6-4a6d-81db-c79af3691ff6,2018-04-20 09:30:07,2018-04-21 06:08:15,2018-12-04 15:59:50,,6,38,200.0,13.0,80.93
9818,c0cefb88-6d27-4be5-962d-ad4acdea493f,2018-04-20 11:42:49,2018-04-21 05:53:04,2018-12-04 13:14:00,,2,3,100.0,14.0,79.5
9820,24c2cfa4-8f27-4fe9-964a-9474ee272846,2018-04-20 12:15:37,,,,6,114,100.0,,
9822,01e85e34-ed11-472f-919f-758f74f345d2,2018-04-20 12:28:40,2018-04-21 06:08:15,2018-12-04 15:59:50,,6,38,200.0,12.0,76.7
9823,9c7e55c5-b058-442e-a5f2-aab286428d50,2018-04-20 12:36:23,2018-04-21 05:53:03,2018-12-04 13:14:00,,2,123,200.0,13.0,79.0
9825,96044481-07ef-4af4-b595-521dc7c751fa,2018-04-20 13:35:22,2018-04-21 06:08:42,2018-12-04 15:59:50,2018-05-24 00:00:00,6,61,200.0,,
9826,fdbe95b6-73ce-4512-9535-16e5cc96a7c0,2018-04-20 13:40:28,2018-04-21 06:08:42,2018-12-04 15:59:50,,6,61,200.0,10.0,78.2
9827,1ae0e8e3-1f1d-419a-a885-2f99fe274f17,2018-04-20 14:12:44,2018-04-22 05:31:48,2019-01-03 09:57:29,2019-12-30 00:00:00,2,17,500.0,,
9828,f059bce9-1709-4715-ad1e-510e279a32b3,2018-04-20 14:17:00,2018-04-21 06:09:01,2018-12-04 15:59:50,,6,126,200.0,14.0,76.46
9829,09e77d10-1118-4a92-9008-98c6bd8b7187,2018-04-20 14:52:14,2018-04-21 06:08:15,2018-12-04 15:59:50,,6,114,100.0,12.0,77.5
9830,379ab9f5-8478-486e-8d2e-b51522cf961d,2018-04-20 16:18:50,2018-04-22 06:21:24,2019-01-03 13:53:18,,6,4,600.0,14.0,79.69999999999999
9831,c1088e8d-047e-4c93-a731-f03dd54e8ec8,2018-04-20 16:58:21,2018-04-21 06:09:14,2018-12-04 15:59:50,,6,38,200.0,15.0,77.4
9832,c388702e-d50a-491c-9906-6f75c6e35d9c,2018-04-20 17:07:33,2018-04-24 04:53:43,2018-06-12 14:35:52,2018-05-27 00:00:00,6,132,200.0,,
9834,5a0e6c6e-25d4-4777-a43f-5c71eb656065,2018-04-20 23:58:37,2018-04-21 06:09:01,2018-12-04 15:59:50,2018-05-25 11:59:38,6,128,200.0,,
9835,5a0e6c6e-25d4-4777-a43f-5c71eb656065,2018-04-20 23:58:54,2018-04-21 06:09:01,2018-12-04 15:59:50,2018-05-25 05:48:43,6,112,200.0,13.0,74.0
9836,418f3e3a-128e-4178-b018-1cdf24e0f30c,2018-04-21 00:29:15,2018-04-21 06:08:42,2018-12-04 15:59:50,2018-05-25 07:09:19,6,45,200.0,13.0,75.6
9837,deaef6e8-605d-4add-b20a-9b70f5cb9d39,2018-04-21 00:45:09,2018-04-21 06:09:01,2018-12-04 15:59:50,2018-07-17 03:22:50,6,66,200.0,,
9838,07dda916-42c0-4c7f-b2df-e3bb8a8a8987,2018-04-21 01:10:03,2018-04-21 06:09:14,2018-12-04 15:59:50,2018-07-06 00:00:00,6,66,200.0,,
9842,4c2e2fad-29cb-4d1c-b091-f9b2194c5eb6,2018-04-21 02:59:21,2018-04-22 05:31:48,2019-01-03 09:57:29,2018-05-21 06:16:37,2,21,200.0,10.0,81.60000000000001
9843,4c2e2fad-29cb-4d1c-b091-f9b2194c5eb6,2018-04-21 02:59:46,2018-04-22 05:31:48,2019-01-03 09:57:29,2018-05-21 06:16:37,2,21,200.0,7.0,83.60000000000001
9845,d1e4e1e4-830d-499f-998c-966095b0afad,2018-04-21 03:02:42,2018-04-22 05:32:21,2019-01-03 09:57:29,2018-06-15 10:22:56,2,38,200.0,8.0,71.0
9846,d1e4e1e4-830d-499f-998c-966095b0afad,2018-04-21 03:02:56,2018-04-22 05:31:48,2019-01-03 09:57:29,,2,54,200.0,13.0,80.5
9848,5673b7d4-fa2f-4bcb-adc9-91eaa082c472,2018-04-21 03:29:48,2018-04-23 05:31:12,2018-06-11 16:14:13,2018-05-25 04:44:18,6,31,200.0,14.0,76.9
9849,7486c86b-0bc8-4916-a40f-42ab3fe75090,2018-04-21 03:50:29,2018-04-22 06:21:03,2019-01-03 13:53:18,,6,11,200.0,14.0,74.1
9853,f0205c66-8398-459b-9eee-77ac588f52e4,2018-04-21 04:42:28,2018-04-21 06:08:42,2018-12-04 15:59:50,2018-05-25 04:43:07,6,117,200.0,13.0,72.83
9856,d4b5c726-af50-48eb-9dc0-1df05b23056a,2018-04-21 04:59:26,2018-04-22 06:21:24,2019-01-03 13:53:18,2018-05-21 06:20:54,6,3,200.0,,
9857,55ac7cf5-13cb-4726-a334-e1c52cb224f3,2018-04-21 05:06:33,2018-04-23 05:30:42,2018-06-11 16:14:13,,6,52,200.0,13.0,79.10000000000001
9858,62649d43-378e-4c57-a7c7-86a6bcf87562,2018-04-21 05:07:13,2018-04-21 06:08:42,2018-12-04 15:59:50,,6,42,200.0,11.0,75.8
9860,54322a82-5179-4c6f-848b-aa3fe9efd727,2018-04-21 05:19:03,2018-04-22 06:21:24,2019-01-03 13:53:18,,6,58,200.0,17.0,74.93
9861,54322a82-5179-4c6f-848b-aa3fe9efd727,2018-04-21 05:19:22,2018-04-22 06:21:24,2019-01-03 13:53:18,,6,64,200.0,15.0,73.21000000000001
9862,d7a3b5e6-b6b3-495f-a416-d7b5f5dc0baa,2018-04-21 05:26:38,2018-04-22 05:31:48,2019-01-03 09:57:29,,2,64,200.0,13.0,77.0
9865,f675e5e6-dc3b-4ced-8908-7002d7931714,2018-04-21 05:41:34,2018-04-22 06:20:43,2019-01-03 13:53:18,2018-05-25 07:09:08,6,3,100.0,13.0,77.63
9866,581ceea7-1ff3-4fe1-9de8-b2de29bc58ef,2018-04-21 06:02:03,2018-04-23 05:47:37,2018-06-11 16:14:13,2018-05-22 05:04:53,6,49,200.0,,
9867,7486c86b-0bc8-4916-a40f-42ab3fe75090,2018-04-21 06:12:21,2018-04-22 06:21:03,2019-01-03 13:53:18,2018-05-24 06:24:44,6,139,100.0,14.0,72.8
9868,7486c86b-0bc8-4916-a40f-42ab3fe75090,2018-04-21 06:12:31,2018-04-22 06:21:03,2019-01-03 13:53:18,2018-05-25 04:39:30,6,0,200.0,14.0,73.9
9869,486ceeb5-c8a1-4f6c-8760-2b2c3b355203,2018-04-21 07:08:41,2018-04-22 05:03:39,2019-01-03 09:57:29,2018-05-25 05:50:32,2,76,200.0,10.0,81.5
9871,927dd1b9-54d2-42d2-b63b-0a29a3a42edb,2018-04-21 08:12:39,2018-04-22 06:20:43,2019-01-03 13:53:18,2018-05-24 04:37:31,6,31,200.0,15.0,80.31
9872,927dd1b9-54d2-42d2-b63b-0a29a3a42edb,2018-04-21 08:12:46,2018-04-22 06:20:43,2019-01-03 13:53:18,2018-05-22 05:10:03,6,127,200.0,16.0,80.16
9873,286764a5-5b39-4813-962f-33f9753bc14b,2018-04-21 08:15:09,2018-04-22 05:32:21,2019-01-03 09:57:29,2018-05-25 07:23:24,2,112,200.0,11.0,82.0
9874,31ff7911-af46-4dee-80bd-bcbcd91edeb5,2018-04-21 08:56:32,2018-04-22 05:09:44,2019-01-03 09:57:29,2019-03-20 00:00:00,2,112,200.0,,
9875,31ff7911-af46-4dee-80bd-bcbcd91edeb5,2018-04-21 08:57:31,,,,2,94,200.0,,
9876,7a07c080-54b1-4eb9-bfea-f74a1b350ce4,2018-04-21 10:46:17,2018-04-23 05:31:12,2018-06-11 16:14:13,2018-05-25 07:10:04,6,101,200.0,17.0,75.27000000000001
9879,982fbb75-a004-4a67-801a-411d29b4ec2a,2018-04-21 11:23:10,,,,2,112,200.0,,
9881,e7043d12-fb7d-4911-b4e9-5fd2bea3ff6f,2018-04-21 12:03:40,2018-04-22 05:07:26,2019-01-03 09:57:29,,2,164,200.0,14.0,82.0
9882,418f3e3a-128e-4178-b018-1cdf24e0f30c,2018-04-21 12:36:02,2018-04-22 06:21:02,2019-01-03 13:53:18,2018-06-11 05:18:04,6,66,200.0,11.0,74.8
9883,0680a8c1-30cb-4d52-afa2-a50f9f5ae073,2018-04-21 12:43:30,2018-04-22 06:20:43,2019-01-03 13:53:18,2018-05-26 08:20:29,6,36,200.0,13.0,77.0
9884,0680a8c1-30cb-4d52-afa2-a50f9f5ae073,2018-04-21 12:43:42,2018-04-22 06:20:43,2019-01-03 13:53:18,2018-05-26 08:20:19,6,94,200.0,13.0,79.0
9885,b15c8c91-78e8-45de-9b1b-eca054394a91,2018-04-21 13:24:34,2018-04-22 06:20:43,2019-01-03 13:53:18,,6,3,100.0,14.0,76.275
9886,a11b5ae6-da4b-4838-9075-955d52e5f6cd,2018-04-21 13:33:36,,,2018-05-21 05:13:59,6,3,100.0,12.0,76.9
9887,54e1e53c-3b2c-478e-b7b9-7b339eb701fb,2018-04-21 15:04:28,2018-04-22 06:21:24,2019-01-03 13:53:18,,6,79,200.0,13.0,75.015
9888,57c335ce-a59c-4e0a-9ca9-11b4b96af7e4,2018-04-21 23:12:34,2018-04-22 06:46:37,2019-01-03 13:53:18,2018-05-24 00:00:00,6,61,200.0,,
9889,c6d89458-0050-4bdb-9889-93c406fdd9f2,2018-04-21 23:16:34,2018-04-22 06:21:02,2019-01-03 13:53:18,,6,49,200.0,14.0,74.8
9890,6ec0bb05-4769-4fbe-a2ce-70010291ad1d,2018-04-22 00:28:42,2018-04-22 06:21:24,2019-01-03 13:53:18,,6,0,300.0,14.0,71.93
9893,10f62331-049b-4aab-9d68-000f97c12bf8,2018-04-22 00:46:07,2018-04-22 06:20:43,2019-01-03 13:53:18,,6,33,200.0,13.0,66.23
9894,fdbe95b6-73ce-4512-9535-16e5cc96a7c0,2018-04-22 00:58:36,2018-04-23 05:47:37,2018-06-11 16:14:13,,6,9,200.0,13.0,77.4
9896,2699b035-48a1-4c14-8096-accf17544359,2018-04-22 02:04:52,2018-04-22 06:21:24,2019-01-03 13:53:18,2018-06-16 09:34:35,6,114,100.0,,
9899,5c98b383-0639-41fd-af46-124ae3df2e07,2018-04-22 02:26:07,2018-04-23 05:31:12,2018-06-11 16:14:13,,6,77,200.0,13.0,78.57499999999999
9901,148fc8a4-48f0-416c-a3c2-5a6f062d169a,2018-04-22 02:56:32,,,,2,3,100.0,,
9902,286764a5-5b39-4813-962f-33f9753bc14b,2018-04-22 03:07:14,2018-04-22 06:44:28,2019-01-03 09:57:29,2018-12-04 06:39:11,2,38,200.0,,
9903,a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,2018-04-22 03:39:39,2018-04-22 06:44:28,2019-01-03 09:57:29,2018-12-04 00:00:00,2,38,200.0,,
9904,3a49fcef-d1f7-47b9-aa32-2745173c45bd,2018-04-22 03:50:59,2018-04-22 05:31:48,2019-01-03 09:57:29,,2,38,200.0,14.0,77.5
9905,19c1d6b5-7037-4363-bb08-d89e9b52858a,2018-04-22 03:54:41,2018-04-23 05:30:42,2018-06-11 16:14:13,2018-06-13 00:00:00,6,38,200.0,,
9909,09e77d10-1118-4a92-9008-98c6bd8b7187,2018-04-22 04:16:40,2018-04-23 05:47:37,2018-06-11 16:14:13,,6,49,200.0,14.0,78.41
9910,174a3c68-6e55-4daa-8159-54be898ab3e1,2018-04-22 04:19:22,,,,6,3,100.0,,
9911,c6d89458-0050-4bdb-9889-93c406fdd9f2,2018-04-22 04:26:19,2018-04-22 06:46:37,2019-01-03 13:53:18,,6,154,200.0,13.0,80.80000000000001
9912,9d230fd0-983c-49d2-b367-bb68d4a78447,2018-04-22 04:38:40,2018-04-22 06:44:28,2019-01-03 09:57:29,,2,132,200.0,12.0,77.5
9916,e99eac67-e28f-4066-9d86-f0c37495a245,2018-04-22 05:18:58,2018-04-22 06:21:02,2019-01-03 13:53:18,,6,154,200.0,12.0,77.8
9920,3a49fcef-d1f7-47b9-aa32-2745173c45bd,2018-04-22 06:29:06,2018-04-23 06:28:41,2018-06-11 11:19:42,,2,29,200.0,11.0,78.5
9922,0cd4f5ba-6573-4ef8-8ca8-94ffb158f930,2018-04-22 07:03:23,2018-04-23 05:30:42,2018-06-11 16:14:13,,6,49,100.0,14.0,74.7
9923,8ac9e4ea-d5c4-43cc-9492-b420ce97b84f,2018-04-22 07:10:18,2018-04-23 05:31:12,2018-06-11 16:14:13,,6,20,200.0,12.0,82.73
9925,96d27621-0fa1-4c7c-bf41-b82f12ec2149,2018-04-22 07:37:28,2018-04-23 05:30:42,2018-06-11 16:14:13,,6,58,200.0,16.0,83.685
9926,54322a82-5179-4c6f-848b-aa3fe9efd727,2018-04-22 07:47:31,2018-04-23 05:31:12,2018-06-11 16:14:13,,6,58,200.0,14.0,77.33
9927,46a7a8a3-106f-48cb-8609-c9ee45c5efe5,2018-04-22 07:48:25,2018-04-23 05:47:37,2018-06-11 16:14:13,,6,121,200.0,12.0,79.47999999999999
9928,c0cefb88-6d27-4be5-962d-ad4acdea493f,2018-04-22 07:58:38,2018-04-23 06:28:41,2018-06-11 11:19:42,,2,33,200.0,14.0,80.5
9929,c0cefb88-6d27-4be5-962d-ad4acdea493f,2018-04-22 07:58:54,,,,2,103,200.0,13.0,78.0
9930,b15c8c91-78e8-45de-9b1b-eca054394a91,2018-04-22 08:00:04,2018-04-23 05:29:46,2018-06-11 16:14:13,,6,91,200.0,14.0,73.83
9931,982fbb75-a004-4a67-801a-411d29b4ec2a,2018-04-22 08:02:43,,,,2,114,100.0,,
9932,94051ef5-a1f0-4754-a813-e418ba639b7e,2018-04-22 08:34:09,2018-04-23 06:28:41,2018-06-11 11:19:42,2018-10-04 00:00:00,2,38,200.0,,
9937,87e28fca-05d1-4e5c-85b7-7764f71af2d5,2018-04-22 09:40:11,2018-04-23 05:29:46,2018-06-11 16:14:13,2018-12-04 00:00:00,6,33,200.0,9.0,73.47
9938,579a63b6-7fcb-49b9-a2a9-c1235dfe322a,2018-04-22 10:29:36,2018-04-23 05:29:46,2018-06-11 16:14:13,,6,25,200.0,11.0,79.85000000000001
9939,ae5f9ea3-a4c6-4efa-a0f4-3c09854b7c64,2018-04-22 10:37:34,2018-04-23 05:29:46,2018-06-11 16:14:13,2018-08-04 00:00:00,6,38,200.0,,
9940,7486c86b-0bc8-4916-a40f-42ab3fe75090,2018-04-22 10:38:03,2018-04-23 05:30:42,2018-06-11 16:14:13,2018-05-25 04:39:30,6,3,200.0,,
9941,280ec84f-f755-4914-ac67-6b51887f0f1a,2018-04-22 12:31:11,2018-04-23 05:29:46,2018-06-11 16:14:13,2018-07-20 04:29:40,6,10,200.0,12.0,71.22999999999999
9944,32378fa0-dcbe-449c-92cb-b1ae1bdc7cc0,2018-04-22 15:50:15,2018-04-23 05:31:12,2018-06-11 16:14:13,2018-05-26 09:58:43,6,37,200.0,8.0,78.4
9945,55ac7cf5-13cb-4726-a334-e1c52cb224f3,2018-04-22 15:59:07,2018-04-24 04:54:03,2018-06-12 14:35:52,,6,8,200.0,13.0,76.2
9946,4c2e2fad-29cb-4d1c-b091-f9b2194c5eb6,2018-04-22 23:16:04,2018-04-23 06:28:41,2018-06-11 11:19:42,,2,21,200.0,10.0,81.0
9947,4c2e2fad-29cb-4d1c-b091-f9b2194c5eb6,2018-04-22 23:16:28,2018-04-23 06:28:41,2018-06-11 11:19:42,,2,13,300.0,12.0,78.0
9949,09e77d10-1118-4a92-9008-98c6bd8b7187,2018-04-23 00:20:00,2018-04-23 05:47:37,2018-06-11 16:14:13,,6,3,100.0,14.0,75.73
9952,5a0e6c6e-25d4-4777-a43f-5c71eb656065,2018-04-23 01:33:27,2018-04-23 05:29:46,2018-06-11 16:14:13,,6,3,100.0,14.0,75.3
9953,5a0e6c6e-25d4-4777-a43f-5c71eb656065,2018-04-23 01:33:40,2018-04-23 05:30:42,2018-06-11 16:14:13,2018-05-25 11:59:38,6,33,200.0,15.0,73.8
9954,927dd1b9-54d2-42d2-b63b-0a29a3a42edb,2018-04-23 01:53:25,2018-04-23 05:29:46,2018-06-11 16:14:13,2018-05-25 04:42:30,6,3,100.0,,
9957,927dd1b9-54d2-42d2-b63b-0a29a3a42edb,2018-04-23 03:13:34,2018-04-23 05:29:46,2018-06-11 16:14:13,2018-05-25 04:42:30,6,17,200.0,14.0,79.88
9958,c0cefb88-6d27-4be5-962d-ad4acdea493f,2018-04-23 03:20:44,2018-04-23 06:28:41,2018-06-11 11:19:42,,2,76,200.0,14.0,79.0
9959,6ec0bb05-4769-4fbe-a2ce-70010291ad1d,2018-04-23 03:21:25,2018-04-23 05:30:42,2018-06-11 16:14:13,,6,127,200.0,14.0,68.9
9961,86369789-2f36-4628-88b8-d1fe1ceb971e,2018-04-23 03:48:02,2018-04-23 05:29:46,2018-06-11 16:14:13,2018-05-26 05:01:18,6,31,200.0,11.0,73.5
9962,1721d9d7-2d5d-41a5-bcfd-3d596911af4c,2018-04-23 03:53:41,2018-04-23 05:31:12,2018-06-11 16:14:13,2018-05-26 00:00:00,6,4,200.0,,
9964,c6d89458-0050-4bdb-9889-93c406fdd9f2,2018-04-23 03:57:33,2018-04-24 04:53:43,2018-06-12 14:35:52,,6,3,200.0,13.0,81.17
9965,f2b012cf-4f84-4754-aa4f-b002c802e054,2018-04-23 05:01:20,2018-04-24 04:53:11,2018-06-12 14:35:52,,6,124,200.0,13.0,73.77
