"loan_id","creditor_id","requested_date","payment_date","due_date","repayment_date","region_id","subdistrict_id","amount","volume","quality","loan_type","date","due_date2","interest","interest_type","tenure","days_past_due"
"9766","f9578faa-4940-4157-803f-200b4175fb02","4/19/2018 13:04","","","","2","112","200","","","Conventional Commercial Bank","8/6/2018","8/6/2020","25.5","Floating Interest Rates","731","0"
"9768","073f6716-f57f-4dd0-8d04-f1b7b37d0311","4/19/2018 13:18","10/6/2018 7:30","6/29/2018 12:22","","2","66","200","14","77","Financing Company","7/18/2016","5/18/2018","37.93","Fixed Interest Rates","669","116"
"9769","a11b5ae6-da4b-4838-9075-955d52e5f6cd","4/19/2018 13:34","4/21/2018 6:09","12/4/2018 15:59","5/21/2018 5:10","6","61","200","14","76.5","Financing Company","5/18/2018","5/18/2023","19.09","Fixed Interest Rates","1826","0"
"9770","b15c8c91-78e8-45de-9b1b-eca054394a91","4/19/2018 13:42","4/20/2018 6:41","11/3/2018 15:51","","6","3","100","14","74.55","Financing Company","9/14/2018","10/7/2018","2.95","Fixed Interest Rates","23","0"
"9771","6ec0bb05-4769-4fbe-a2ce-70010291ad1d","4/19/2018 13:58","4/20/2018 6:40","11/3/2018 15:51","","6","74","200","14","71.8","Conventional Commercial Bank","7/6/2017","7/5/2021","6","Fixed Interest Rates","1460","0"
"9772","6ec0bb05-4769-4fbe-a2ce-70010291ad1d","4/19/2018 13:58","4/20/2018 6:40","11/3/2018 15:51","","6","0","200","14","70.8","Conventional Commercial Bank","7/6/2017","7/5/2021","6","Fixed Interest Rates","1460","0"
"9773","8d8792ae-15bf-4bf9-a3c3-46d9a39f9af6","4/19/2018 14:04","4/20/2018 6:41","11/3/2018 15:51","","6","83","500","15","81.03","","","","","","",""
"9774","8d8792ae-15bf-4bf9-a3c3-46d9a39f9af6","4/19/2018 14:05","4/20/2018 6:41","11/3/2018 15:51","4/21/2019 0:00","6","4","500","2","81.15","","","","","","",""
"9777","fdbe95b6-73ce-4512-9535-16e5cc96a7c0","4/19/2018 14:30","4/20/2018 6:41","11/3/2018 15:51","","6","54","200","12","74.9","","","","","","",""
"9778","8ac9e4ea-d5c4-43cc-9492-b420ce97b84f","4/19/2018 14:43","4/20/2018 6:41","11/3/2018 15:51","","6","102","200","13","79.8","Conventional Commercial Bank","7/13/2018","7/13/2021","6","Floating Interest Rates","1096","0"
"9779","09e77d10-1118-4a92-9008-98c6bd8b7187","4/19/2018 15:35","4/20/2018 6:40","11/3/2018 15:51","","6","102","200","14","77.56","Conventional Commercial Bank","10/18/2014","10/18/2015","3.71","Fixed Interest Rates","365","0"
"9780","d20b0ba7-19b2-4371-9602-e09d82d3ab43","4/19/2018 17:27","4/20/2018 6:40","11/3/2018 15:51","","6","112","200","15","74.23","","","","","","",""
"9781","9c7e55c5-b058-442e-a5f2-aab286428d50","4/19/2018 20:50","4/20/2018 6:24","11/3/2018 11:21","","2","112","200","12","79.5","Conventional Commercial Bank","3/31/2017","3/31/2020","19.75","Floating Interest Rates","1096","0"
"9782","50b665c3-c5a8-4215-b4d2-7536347011cb","4/19/2018 21:11","4/21/2018 5:53","12/4/2018 13:14","2/3/2018 0:00","2","10","200","","","","","","","","",""
"9783","f665aa94-0776-46e6-b7d7-055538f9779f","4/19/2018 23:43","4/20/2018 6:40","11/3/2018 15:51","","6","8","200","12","74.7","Conventional Commercial Bank","6/9/2018","6/9/2019","6","Floating Interest Rates","365","0"
"9784","a745db89-8825-4027-a59e-efbd95bc42bb","4/20/2018 0:25","4/20/2018 6:41","11/3/2018 15:51","","6","38","200","19","73.5","Financing Company","11/26/2013","11/6/2016","31","Fixed Interest Rates","1076","0"
"9786","2701919c-0838-4589-b836-e8e9eed92226","4/20/2018 1:05","4/20/2018 6:24","11/3/2018 11:21","","2","36","200","13","79.5","","","","","","",""
"9787","7f09f92b-d0f9-4669-9dd7-3b6a764308bb","4/20/2018 1:41","4/20/2018 1:43","11/3/2018 1:46","5/3/2018 0:00","6","36","200","","","Conventional Commercial Bank","5/28/2017","5/28/2018","3.19","Fixed Interest Rates","365","0"
"9788","ac603754-564f-45d8-88b3-d854140cdeea","4/20/2018 2:00","4/21/2018 5:53","12/4/2018 13:14","4/21/2019 0:00","2","17","500","6","82.5","","","","","","",""
"9789","4c2e2fad-29cb-4d1c-b091-f9b2194c5eb6","4/20/2018 2:22","4/21/2018 5:53","12/4/2018 13:14","","2","33","200","9","82.5","","","","","","",""
"9790","482fcc24-416e-460a-98b5-f2715ef198dd","4/20/2018 2:45","4/20/2018 6:41","11/3/2018 15:51","5/25/2018 7:09","6","145","200","14","79.6","Conventional Commercial Bank","8/23/2018","8/23/2019","6","Floating Interest Rates","365","0"
"9791","486ceeb5-c8a1-4f6c-8760-2b2c3b355203","4/20/2018 3:05","4/20/2018 6:25","11/3/2018 11:21","","2","31","500","12","79.8","Conventional Rural Bank","3/26/2017","3/26/2020","21","Fixed Interest Rates","1096","0"
"9792","8c2f6db1-eb0d-4663-bd78-513e5c580f20","4/20/2018 3:06","4/20/2018 6:41","11/3/2018 15:51","5/26/2018 0:00","6","80","200","10","76.5","","","","","","",""
"9793","286764a5-5b39-4813-962f-33f9753bc14b","4/20/2018 3:06","4/20/2018 6:24","11/3/2018 11:21","","2","80","200","12","80","Conventional Commercial Bank","10/5/2015","4/5/2016","11.4","Fixed Interest Rates","183","0"
"9795","148fc8a4-48f0-416c-a3c2-5a6f062d169a","4/20/2018 3:20","4/20/2018 6:24","11/3/2018 11:21","","2","36","200","14","78.5","Conventional Commercial Bank","4/9/2018","4/9/2020","6","Fixed Interest Rates","731","0"
"9797","f090c3b1-5220-4a8d-b06b-2027d57ea2b6","4/20/2018 4:19","4/20/2018 6:40","11/3/2018 15:51","6/23/2018 0:00","6","3","100","","","Financing Company","1/17/2013","1/5/2014","62.82","Fixed Interest Rates","353","267"
"9800","e1830dc6-f7fb-4ced-92ac-0b7df7f61f0a","4/20/2018 5:00","4/22/2018 5:31","1/3/2019 9:57","5/25/2018 5:56","2","40","200","4","81","Conventional Commercial Bank","4/23/2018","4/23/2021","6","Floating Interest Rates","1096","0"
"9803","471c132b-6534-4b19-93e7-3716c1e0345f","4/20/2018 6:03","4/21/2018 6:08","12/4/2018 15:59","9/27/2018 5:44","6","61","200","","","Financing Company","6/30/2017","12/30/2018","46.69","Fixed Interest Rates","548","0"
"9805","95bcc5b6-61e6-4673-aa73-f891af7ab849","4/20/2018 6:14","4/21/2018 6:08","12/4/2018 15:59","","6","33","200","14","75.8","","","","","","",""
"9807","4dd04458-8147-43ef-b774-fca6d7b94549","4/20/2018 6:26","4/21/2018 6:09","12/4/2018 15:59","","6","132","200","15","79.58","","","","","","",""
"9808","39a6575f-6449-4670-a009-71527d2a1254","4/20/2018 6:34","4/22/2018 5:07","1/3/2019 9:57","","2","4","200","13","80.5","","","","","","",""
"9809","f675e5e6-dc3b-4ced-8908-7002d7931714","4/20/2018 7:05","4/21/2018 6:09","12/4/2018 15:59","5/24/2018 7:07","6","0","300","17","79.71","","","","","","",""
"9810","9a4f17e6-18f5-4eee-9255-ecd8b63a3781","4/20/2018 7:21","4/21/2018 6:09","12/4/2018 15:59","","6","38","200","12","76.97","Conventional Commercial Bank","7/30/2015","7/30/2017","3.67","Fixed Interest Rates","731","0"
"9811","c0cefb88-6d27-4be5-962d-ad4acdea493f","4/20/2018 7:36","4/21/2018 5:53","12/4/2018 13:14","","2","38","200","14","82.5","","","","","","",""
"9812","d4b5c726-af50-48eb-9dc0-1df05b23056a","4/20/2018 7:53","4/21/2018 6:08","12/4/2018 15:59","","6","3","100","13","75.15","Conventional Commercial Bank","10/27/2018","10/6/2019","58.95","Fixed Interest Rates","344","0"
"9817","839f4083-a3a6-4a6d-81db-c79af3691ff6","4/20/2018 9:30","4/21/2018 6:08","12/4/2018 15:59","","6","38","200","13","80.93","Conventional Commercial Bank","12/17/2017","1/1/2023","21","Fixed Interest Rates","1841","0"
"9818","c0cefb88-6d27-4be5-962d-ad4acdea493f","4/20/2018 11:42","4/21/2018 5:53","12/4/2018 13:14","","2","3","100","14","79.5","","","","","","",""
"9820","24c2cfa4-8f27-4fe9-964a-9474ee272846","4/20/2018 12:15","","","","6","114","100","","","","","","","","",""
"9822","01e85e34-ed11-472f-919f-758f74f345d2","4/20/2018 12:28","4/21/2018 6:08","12/4/2018 15:59","","6","38","200","12","76.7","","","","","","",""
"9823","9c7e55c5-b058-442e-a5f2-aab286428d50","4/20/2018 12:36","4/21/2018 5:53","12/4/2018 13:14","","2","123","200","13","79","Conventional Commercial Bank","3/31/2017","3/31/2020","19.75","Floating Interest Rates","1096","0"
"9825","96044481-07ef-4af4-b595-521dc7c751fa","4/20/2018 13:35","4/21/2018 6:08","12/4/2018 15:59","5/24/2018 0:00","6","61","200","","","","","","","","",""
"9826","fdbe95b6-73ce-4512-9535-16e5cc96a7c0","4/20/2018 13:40","4/21/2018 6:08","12/4/2018 15:59","","6","61","200","10","78.2","","","","","","",""
"9827","1ae0e8e3-1f1d-419a-a885-2f99fe274f17","4/20/2018 14:12","4/22/2018 5:31","1/3/2019 9:57","12/30/2019 0:00","2","17","500","","","Conventional Rural Bank","1/8/2018","1/8/2020","18","Fixed Interest Rates","730","116"
"9828","f059bce9-1709-4715-ad1e-510e279a32b3","4/20/2018 14:17","4/21/2018 6:09","12/4/2018 15:59","","6","126","200","14","76.46","","","","","","",""
"9829","09e77d10-1118-4a92-9008-98c6bd8b7187","4/20/2018 14:52","4/21/2018 6:08","12/4/2018 15:59","","6","114","100","12","77.5","Conventional Commercial Bank","10/18/2014","10/18/2015","3.71","Fixed Interest Rates","365","0"
"9830","379ab9f5-8478-486e-8d2e-b51522cf961d","4/20/2018 16:18","4/22/2018 6:21","1/3/2019 13:53","","6","4","600","14","79.7","Financing Company","2/4/2018","3/6/2018","0","Fixed Interest Rates","30","0"
"9831","c1088e8d-047e-4c93-a731-f03dd54e8ec8","4/20/2018 16:58","4/21/2018 6:09","12/4/2018 15:59","","6","38","200","15","77.4","Conventional Commercial Bank","11/19/2017","11/19/2018","6","Floating Interest Rates","365","0"
"9832","c388702e-d50a-491c-9906-6f75c6e35d9c","4/20/2018 17:07","4/24/2018 4:53","6/12/2018 14:35","5/27/2018 0:00","6","132","200","","","Conventional Commercial Bank","4/13/2017","4/13/2019","6","Floating Interest Rates","730","0"
"9834","5a0e6c6e-25d4-4777-a43f-5c71eb656065","4/20/2018 23:58","4/21/2018 6:09","12/4/2018 15:59","5/25/2018 11:59","6","128","200","","","Financing Company","5/3/2012","4/3/2015","24.1","Fixed Interest Rates","1065","269"
"9835","5a0e6c6e-25d4-4777-a43f-5c71eb656065","4/20/2018 23:58","4/21/2018 6:09","12/4/2018 15:59","5/25/2018 5:48","6","112","200","13","74","Financing Company","5/3/2012","4/3/2015","24.1","Fixed Interest Rates","1065","269"
"9836","418f3e3a-128e-4178-b018-1cdf24e0f30c","4/21/2018 0:29","4/21/2018 6:08","12/4/2018 15:59","5/25/2018 7:09","6","45","200","13","75.6","","","","","","",""
"9837","deaef6e8-605d-4add-b20a-9b70f5cb9d39","4/21/2018 0:45","4/21/2018 6:09","12/4/2018 15:59","7/17/2018 3:22","6","66","200","","","","","","","","",""
"9838","07dda916-42c0-4c7f-b2df-e3bb8a8a8987","4/21/2018 1:10","4/21/2018 6:09","12/4/2018 15:59","7/6/2018 0:00","6","66","200","","","Conventional Commercial Bank","7/25/2015","7/26/2020","24","Fixed Interest Rates","1828","0"
"9842","4c2e2fad-29cb-4d1c-b091-f9b2194c5eb6","4/21/2018 2:59","4/22/2018 5:31","1/3/2019 9:57","5/21/2018 6:16","2","21","200","10","81.6","","","","","","",""
"9843","4c2e2fad-29cb-4d1c-b091-f9b2194c5eb6","4/21/2018 2:59","4/22/2018 5:31","1/3/2019 9:57","5/21/2018 6:16","2","21","200","7","83.6","","","","","","",""
"9845","d1e4e1e4-830d-499f-998c-966095b0afad","4/21/2018 3:02","4/22/2018 5:32","1/3/2019 9:57","6/15/2018 10:22","2","38","200","8","71","","","","","","",""
"9846","d1e4e1e4-830d-499f-998c-966095b0afad","4/21/2018 3:02","4/22/2018 5:31","1/3/2019 9:57","","2","54","200","13","80.5","","","","","","",""
"9848","5673b7d4-fa2f-4bcb-adc9-91eaa082c472","4/21/2018 3:29","4/23/2018 5:31","6/11/2018 16:14","5/25/2018 4:44","6","31","200","14","76.9","Financing Company","12/1/2017","12/5/2020","40","Fixed Interest Rates","1100","0"
"9849","7486c86b-0bc8-4916-a40f-42ab3fe75090","4/21/2018 3:50","4/22/2018 6:21","1/3/2019 13:53","","6","11","200","14","74.1","","","","","","",""
"9853","f0205c66-8398-459b-9eee-77ac588f52e4","4/21/2018 4:42","4/21/2018 6:08","12/4/2018 15:59","5/25/2018 4:43","6","117","200","13","72.83","","","","","","",""
"9856","d4b5c726-af50-48eb-9dc0-1df05b23056a","4/21/2018 4:59","4/22/2018 6:21","1/3/2019 13:53","5/21/2018 6:20","6","3","200","","","Conventional Commercial Bank","10/27/2018","10/6/2019","58.95","Fixed Interest Rates","344","0"
"9857","55ac7cf5-13cb-4726-a334-e1c52cb224f3","4/21/2018 5:06","4/23/2018 5:30","6/11/2018 16:14","","6","52","200","13","79.1","","","","","","",""
"9858","62649d43-378e-4c57-a7c7-86a6bcf87562","4/21/2018 5:07","4/21/2018 6:08","12/4/2018 15:59","","6","42","200","11","75.8","Conventional Commercial Bank","11/5/2017","11/5/2020","6","Floating Interest Rates","1096","0"
"9860","54322a82-5179-4c6f-848b-aa3fe9efd727","4/21/2018 5:19","4/22/2018 6:21","1/3/2019 13:53","","6","58","200","17","74.93","Conventional Commercial Bank","12/21/2013","12/21/2016","12","Fixed Interest Rates","1096","0"
"9861","54322a82-5179-4c6f-848b-aa3fe9efd727","4/21/2018 5:19","4/22/2018 6:21","1/3/2019 13:53","","6","64","200","15","73.21","Conventional Commercial Bank","12/21/2013","12/21/2016","12","Fixed Interest Rates","1096","0"
"9862","d7a3b5e6-b6b3-495f-a416-d7b5f5dc0baa","4/21/2018 5:26","4/22/2018 5:31","1/3/2019 9:57","","2","64","200","13","77","Conventional Commercial Bank","8/14/2015","11/13/2017","7","Floating Interest Rates","822","0"
"9865","f675e5e6-dc3b-4ced-8908-7002d7931714","4/21/2018 5:41","4/22/2018 6:20","1/3/2019 13:53","5/25/2018 7:09","6","3","100","13","77.63","","","","","","",""
"9866","581ceea7-1ff3-4fe1-9de8-b2de29bc58ef","4/21/2018 6:02","4/23/2018 5:47","6/11/2018 16:14","5/22/2018 5:04","6","49","200","","","Conventional Commercial Bank","12/22/2017","1/1/2023","21","Fixed Interest Rates","1836","0"
"9867","7486c86b-0bc8-4916-a40f-42ab3fe75090","4/21/2018 6:12","4/22/2018 6:21","1/3/2019 13:53","5/24/2018 6:24","6","139","100","14","72.8","","","","","","",""
"9868","7486c86b-0bc8-4916-a40f-42ab3fe75090","4/21/2018 6:12","4/22/2018 6:21","1/3/2019 13:53","5/25/2018 4:39","6","0","200","14","73.9","","","","","","",""
"9869","486ceeb5-c8a1-4f6c-8760-2b2c3b355203","4/21/2018 7:08","4/22/2018 5:03","1/3/2019 9:57","5/25/2018 5:50","2","76","200","10","81.5","Conventional Rural Bank","3/26/2017","3/26/2020","21","Fixed Interest Rates","1096","0"
"9871","927dd1b9-54d2-42d2-b63b-0a29a3a42edb","4/21/2018 8:12","4/22/2018 6:20","1/3/2019 13:53","5/24/2018 4:37","6","31","200","15","80.31","Conventional Commercial Bank","7/29/2018","7/29/2019","6","Floating Interest Rates","365","0"
"9872","927dd1b9-54d2-42d2-b63b-0a29a3a42edb","4/21/2018 8:12","4/22/2018 6:20","1/3/2019 13:53","5/22/2018 5:10","6","127","200","16","80.16","Conventional Commercial Bank","7/29/2018","7/29/2019","6","Floating Interest Rates","365","0"
"9873","286764a5-5b39-4813-962f-33f9753bc14b","4/21/2018 8:15","4/22/2018 5:32","1/3/2019 9:57","5/25/2018 7:23","2","112","200","11","82","Conventional Commercial Bank","10/5/2015","4/5/2016","11.4","Fixed Interest Rates","183","0"
"9874","31ff7911-af46-4dee-80bd-bcbcd91edeb5","4/21/2018 8:56","4/22/2018 5:09","1/3/2019 9:57","3/20/2019 0:00","2","112","200","","","Conventional Commercial Bank","5/21/2018","5/21/2020","6","Floating Interest Rates","731","0"
"9875","31ff7911-af46-4dee-80bd-bcbcd91edeb5","4/21/2018 8:57","","","","2","94","200","","","Conventional Commercial Bank","5/21/2018","5/21/2020","6","Floating Interest Rates","731","0"
"9876","7a07c080-54b1-4eb9-bfea-f74a1b350ce4","4/21/2018 10:46","4/23/2018 5:31","6/11/2018 16:14","5/25/2018 7:10","6","101","200","17","75.27","","","","","","",""
"9879","982fbb75-a004-4a67-801a-411d29b4ec2a","4/21/2018 11:23","","","","2","112","200","","","Financing Company","8/25/2014","11/25/2015","39.67","Fixed Interest Rates","457","38"
"9881","e7043d12-fb7d-4911-b4e9-5fd2bea3ff6f","4/21/2018 12:03","4/22/2018 5:07","1/3/2019 9:57","","2","164","200","14","82","","","","","","",""
"9882","418f3e3a-128e-4178-b018-1cdf24e0f30c","4/21/2018 12:36","4/22/2018 6:21","1/3/2019 13:53","6/11/2018 5:18","6","66","200","11","74.8","","","","","","",""
"9883","0680a8c1-30cb-4d52-afa2-a50f9f5ae073","4/21/2018 12:43","4/22/2018 6:20","1/3/2019 13:53","5/26/2018 8:20","6","36","200","13","77","Conventional Commercial Bank","10/7/2017","10/7/2018","3.19","Fixed Interest Rates","365","0"
"9884","0680a8c1-30cb-4d52-afa2-a50f9f5ae073","4/21/2018 12:43","4/22/2018 6:20","1/3/2019 13:53","5/26/2018 8:20","6","94","200","13","79","Conventional Commercial Bank","10/7/2017","10/7/2018","3.19","Fixed Interest Rates","365","0"
"9885","b15c8c91-78e8-45de-9b1b-eca054394a91","4/21/2018 13:24","4/22/2018 6:20","1/3/2019 13:53","","6","3","100","14","76.275","Financing Company","9/14/2018","10/7/2018","2.95","Fixed Interest Rates","23","0"
"9886","a11b5ae6-da4b-4838-9075-955d52e5f6cd","4/21/2018 13:33","","","5/21/2018 5:13","6","3","100","12","76.9","Financing Company","5/18/2018","5/18/2023","19.09","Fixed Interest Rates","1826","0"
"9887","54e1e53c-3b2c-478e-b7b9-7b339eb701fb","4/21/2018 15:04","4/22/2018 6:21","1/3/2019 13:53","","6","79","200","13","75.015","Conventional Commercial Bank","5/31/2018","5/31/2019","6","Floating Interest Rates","365","0"
"9888","57c335ce-a59c-4e0a-9ca9-11b4b96af7e4","4/21/2018 23:12","4/22/2018 6:46","1/3/2019 13:53","5/24/2018 0:00","6","61","200","","","Financing Company","3/3/2018","3/3/2020","45.01","Fixed Interest Rates","731","0"
"9889","c6d89458-0050-4bdb-9889-93c406fdd9f2","4/21/2018 23:16","4/22/2018 6:21","1/3/2019 13:53","","6","49","200","14","74.8","Conventional Commercial Bank","3/6/2016","3/6/2020","3.14","Fixed Interest Rates","1461","0"
"9890","6ec0bb05-4769-4fbe-a2ce-70010291ad1d","4/22/2018 0:28","4/22/2018 6:21","1/3/2019 13:53","","6","0","300","14","71.93","Conventional Commercial Bank","7/6/2017","7/5/2021","6","Fixed Interest Rates","1460","0"
"9893","10f62331-049b-4aab-9d68-000f97c12bf8","4/22/2018 0:46","4/22/2018 6:20","1/3/2019 13:53","","6","33","200","13","66.23","Conventional Commercial Bank","6/8/2018","6/8/2023","11.04","Fixed Interest Rates","1826","0"
"9894","fdbe95b6-73ce-4512-9535-16e5cc96a7c0","4/22/2018 0:58","4/23/2018 5:47","6/11/2018 16:14","","6","9","200","13","77.4","","","","","","",""
"9896","2699b035-48a1-4c14-8096-accf17544359","4/22/2018 2:04","4/22/2018 6:21","1/3/2019 13:53","6/16/2018 9:34","6","114","100","","","","","","","","",""
"9899","5c98b383-0639-41fd-af46-124ae3df2e07","4/22/2018 2:26","4/23/2018 5:31","6/11/2018 16:14","","6","77","200","13","78.575","Conventional Commercial Bank","3/23/2018","3/23/2019","6","Floating Interest Rates","365","0"
"9901","148fc8a4-48f0-416c-a3c2-5a6f062d169a","4/22/2018 2:56","","","","2","3","100","","","Conventional Commercial Bank","4/9/2018","4/9/2020","6","Fixed Interest Rates","731","0"
"9902","286764a5-5b39-4813-962f-33f9753bc14b","4/22/2018 3:07","4/22/2018 6:44","1/3/2019 9:57","12/4/2018 6:39","2","38","200","","","Conventional Commercial Bank","10/5/2015","4/5/2016","11.4","Fixed Interest Rates","183","0"
"9903","a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39","4/22/2018 3:39","4/22/2018 6:44","1/3/2019 9:57","12/4/2018 0:00","2","38","200","","","Financing Company","2/26/2018","11/29/2019","17.27","Fixed Interest Rates","641","404"
"9904","3a49fcef-d1f7-47b9-aa32-2745173c45bd","4/22/2018 3:50","4/22/2018 5:31","1/3/2019 9:57","","2","38","200","14","77.5","Conventional Commercial Bank","11/30/2017","11/29/2018","6","Floating Interest Rates","364","0"
"9905","19c1d6b5-7037-4363-bb08-d89e9b52858a","4/22/2018 3:54","4/23/2018 5:30","6/11/2018 16:14","6/13/2018 0:00","6","38","200","","","","","","","","",""
"9909","09e77d10-1118-4a92-9008-98c6bd8b7187","4/22/2018 4:16","4/23/2018 5:47","6/11/2018 16:14","","6","49","200","14","78.41","Conventional Commercial Bank","10/18/2014","10/18/2015","3.71","Fixed Interest Rates","365","0"
"9910","174a3c68-6e55-4daa-8159-54be898ab3e1","4/22/2018 4:19","","","","6","3","100","","","Conventional Commercial Bank","6/19/2018","6/6/2019","40.92","Fixed Interest Rates","352","0"
"9911","c6d89458-0050-4bdb-9889-93c406fdd9f2","4/22/2018 4:26","4/22/2018 6:46","1/3/2019 13:53","","6","154","200","13","80.8","Conventional Commercial Bank","3/6/2016","3/6/2020","3.14","Fixed Interest Rates","1461","0"
"9912","9d230fd0-983c-49d2-b367-bb68d4a78447","4/22/2018 4:38","4/22/2018 6:44","1/3/2019 9:57","","2","132","200","12","77.5","Conventional Commercial Bank","4/30/2017","10/29/2017","11.5","Fixed Interest Rates","182","0"
"9916","e99eac67-e28f-4066-9d86-f0c37495a245","4/22/2018 5:18","4/22/2018 6:21","1/3/2019 13:53","","6","154","200","12","77.8","","","","","","",""
"9920","3a49fcef-d1f7-47b9-aa32-2745173c45bd","4/22/2018 6:29","4/23/2018 6:28","6/11/2018 11:19","","2","29","200","11","78.5","Conventional Commercial Bank","11/30/2017","11/29/2018","6","Floating Interest Rates","364","0"
"9922","0cd4f5ba-6573-4ef8-8ca8-94ffb158f930","4/22/2018 7:03","4/23/2018 5:30","6/11/2018 16:14","","6","49","100","14","74.7","Financing Company","4/2/2018","11/2/2020","18.84","Fixed Interest Rates","945","0"
"9923","8ac9e4ea-d5c4-43cc-9492-b420ce97b84f","4/22/2018 7:10","4/23/2018 5:31","6/11/2018 16:14","","6","20","200","12","82.73","Conventional Commercial Bank","7/13/2018","7/13/2021","6","Floating Interest Rates","1096","0"
"9925","96d27621-0fa1-4c7c-bf41-b82f12ec2149","4/22/2018 7:37","4/23/2018 5:30","6/11/2018 16:14","","6","58","200","16","83.685","","","","","","",""
"9926","54322a82-5179-4c6f-848b-aa3fe9efd727","4/22/2018 7:47","4/23/2018 5:31","6/11/2018 16:14","","6","58","200","14","77.33","Conventional Commercial Bank","12/21/2013","12/21/2016","12","Fixed Interest Rates","1096","0"
"9927","46a7a8a3-106f-48cb-8609-c9ee45c5efe5","4/22/2018 7:48","4/23/2018 5:47","6/11/2018 16:14","","6","121","200","12","79.48","","","","","","",""
"9928","c0cefb88-6d27-4be5-962d-ad4acdea493f","4/22/2018 7:58","4/23/2018 6:28","6/11/2018 11:19","","2","33","200","14","80.5","","","","","","",""
"9929","c0cefb88-6d27-4be5-962d-ad4acdea493f","4/22/2018 7:58","","","","2","103","200","13","78","","","","","","",""
"9930","b15c8c91-78e8-45de-9b1b-eca054394a91","4/22/2018 8:00","4/23/2018 5:29","6/11/2018 16:14","","6","91","200","14","73.83","Financing Company","9/14/2018","10/7/2018","2.95","Fixed Interest Rates","23","0"
"9931","982fbb75-a004-4a67-801a-411d29b4ec2a","4/22/2018 8:02","","","","2","114","100","","","Financing Company","8/25/2014","11/25/2015","39.67","Fixed Interest Rates","457","38"
"9932","94051ef5-a1f0-4754-a813-e418ba639b7e","4/22/2018 8:34","4/23/2018 6:28","6/11/2018 11:19","10/4/2018 0:00","2","38","200","","","Financing Company","10/13/2015","9/13/2018","29.05","Fixed Interest Rates","1066","0"
"9937","87e28fca-05d1-4e5c-85b7-7764f71af2d5","4/22/2018 9:40","4/23/2018 5:29","6/11/2018 16:14","12/4/2018 0:00","6","33","200","9","73.47","Conventional Commercial Bank","12/19/2016","12/19/2017","3.19","Fixed Interest Rates","365","0"
"9938","579a63b6-7fcb-49b9-a2a9-c1235dfe322a","4/22/2018 10:29","4/23/2018 5:29","6/11/2018 16:14","","6","25","200","11","79.85","","","","","","",""
"9939","ae5f9ea3-a4c6-4efa-a0f4-3c09854b7c64","4/22/2018 10:37","4/23/2018 5:29","6/11/2018 16:14","8/4/2018 0:00","6","38","200","","","","","","","","",""
"9940","7486c86b-0bc8-4916-a40f-42ab3fe75090","4/22/2018 10:38","4/23/2018 5:30","6/11/2018 16:14","5/25/2018 4:39","6","3","200","","","","","","","","",""
"9941","280ec84f-f755-4914-ac67-6b51887f0f1a","4/22/2018 12:31","4/23/2018 5:29","6/11/2018 16:14","7/20/2018 4:29","6","10","200","12","71.23","Conventional Commercial Bank","1/23/2015","7/23/2015","4.04","Fixed Interest Rates","181","0"
"9944","32378fa0-dcbe-449c-92cb-b1ae1bdc7cc0","4/22/2018 15:50","4/23/2018 5:31","6/11/2018 16:14","5/26/2018 9:58","6","37","200","8","78.4","","","","","","",""
"9945","55ac7cf5-13cb-4726-a334-e1c52cb224f3","4/22/2018 15:59","4/24/2018 4:54","6/12/2018 14:35","","6","8","200","13","76.2","","","","","","",""
"9946","4c2e2fad-29cb-4d1c-b091-f9b2194c5eb6","4/22/2018 23:16","4/23/2018 6:28","6/11/2018 11:19","","2","21","200","10","81","","","","","","",""
"9947","4c2e2fad-29cb-4d1c-b091-f9b2194c5eb6","4/22/2018 23:16","4/23/2018 6:28","6/11/2018 11:19","","2","13","300","12","78","","","","","","",""
"9949","09e77d10-1118-4a92-9008-98c6bd8b7187","4/23/2018 0:20","4/23/2018 5:47","6/11/2018 16:14","","6","3","100","14","75.73","Conventional Commercial Bank","10/18/2014","10/18/2015","3.71","Fixed Interest Rates","365","0"
"9952","5a0e6c6e-25d4-4777-a43f-5c71eb656065","4/23/2018 1:33","4/23/2018 5:29","6/11/2018 16:14","","6","3","100","14","75.3","Financing Company","5/3/2012","4/3/2015","24.1","Fixed Interest Rates","1065","269"
"9953","5a0e6c6e-25d4-4777-a43f-5c71eb656065","4/23/2018 1:33","4/23/2018 5:30","6/11/2018 16:14","5/25/2018 11:59","6","33","200","15","73.8","Financing Company","5/3/2012","4/3/2015","24.1","Fixed Interest Rates","1065","269"
"9954","927dd1b9-54d2-42d2-b63b-0a29a3a42edb","4/23/2018 1:53","4/23/2018 5:29","6/11/2018 16:14","5/25/2018 4:42","6","3","100","","","Conventional Commercial Bank","7/29/2018","7/29/2019","6","Floating Interest Rates","365","0"
"9957","927dd1b9-54d2-42d2-b63b-0a29a3a42edb","4/23/2018 3:13","4/23/2018 5:29","6/11/2018 16:14","5/25/2018 4:42","6","17","200","14","79.88","Conventional Commercial Bank","7/29/2018","7/29/2019","6","Floating Interest Rates","365","0"
"9958","c0cefb88-6d27-4be5-962d-ad4acdea493f","4/23/2018 3:20","4/23/2018 6:28","6/11/2018 11:19","","2","76","200","14","79","","","","","","",""
